Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-08 00:00:00-05:00,193.95250119525352,195.74022848621226,193.4231778662606,195.46058654785156,53377300,0.0,0.0
2023-12-11 00:00:00-05:00,192.86390450431702,193.2434251153588,191.17605577332816,192.93380737304688,60943700,0.0,0.0
2023-12-12 00:00:00-05:00,192.83394068150258,194.47185005596947,191.47567325589517,194.4618682861328,52696900,0.0,0.0
2023-12-13 00:00:00-05:00,194.84136518523079,197.74766021246222,194.60168080481918,197.7077178955078,70404200,0.0,0.0
2023-12-14 00:00:00-05:00,197.7676470402107,199.36559885225122,195.91001681969797,197.85752868652344,66831600,0.0,0.0
2023-12-15 00:00:00-05:00,197.27826448828358,198.14715087461823,196.74894114495982,197.31822204589844,128256700,0.0,0.0
2023-12-18 00:00:00-05:00,195.84009240695235,196.37941274614911,194.14226199411678,195.64035034179688,55751900,0.0,0.0
2023-12-19 00:00:00-05:00,195.9100211150961,196.69900764893433,195.64036093090226,196.68902587890625,40714100,0.0,0.0
2023-12-20 00:00:00-05:00,196.64906488656985,197.4280696367784,194.5817108154297,194.5817108154297,52242800,0.0,0.0
2023-12-21 00:00:00-05:00,195.85008847188206,196.8288352539667,193.25339591934758,194.431884765625,46482500,0.0,0.0
2023-12-22 00:00:00-05:00,194.93125981716426,195.16097768282282,192.72408472397143,193.35328674316406,37122800,0.0,0.0
2023-12-26 00:00:00-05:00,193.36326950926926,193.6429114660523,192.5842647383245,192.80398559570312,28919300,0.0,0.0
2023-12-27 00:00:00-05:00,192.2446918123762,193.2533991590325,190.8464668609015,192.90383911132812,48087700,0.0,0.0
2023-12-28 00:00:00-05:00,193.8925816105714,194.41192317414902,192.92381658822248,193.3332977294922,34049900,0.0,0.0
2023-12-29 00:00:00-05:00,193.6528866387712,194.15224943592054,191.48565392786432,192.28463745117188,42628800,0.0,0.0
2024-01-02 00:00:00-05:00,186.91148197073747,188.1998464738089,183.65564213979312,185.40341186523438,82488700,0.0,0.0
2024-01-03 00:00:00-05:00,183.98523720408434,185.64312541116854,183.19623542052355,184.01519775390625,58414500,0.0,0.0
2024-01-04 00:00:00-05:00,181.91786126981452,182.8566657686289,180.64949073484405,181.6781768798828,71983600,0.0,0.0
2024-01-05 00:00:00-05:00,181.75807721578167,182.5270849545475,179.94038931104083,180.9490966796875,62303300,0.0,0.0
2024-01-08 00:00:00-05:00,181.85793785162858,185.3634744030773,181.26869341477493,185.32351684570312,59144500,0.0,0.0
2024-01-09 00:00:00-05:00,183.68560631116785,184.91403450398255,182.4971204361262,184.904052734375,42841800,0.0,0.0
2024-01-10 00:00:00-05:00,184.1150616539879,186.16243684463709,183.68560174206004,185.9527130126953,46792900,0.0,0.0
2024-01-11 00:00:00-05:00,186.30227140341123,186.8116312253992,183.38599440680028,185.35348510742188,49128400,0.0,0.0
2024-01-12 00:00:00-05:00,185.8228806652798,186.50202199031025,184.95399427937303,185.6830596923828,40444700,0.0,0.0
2024-01-16 00:00:00-05:00,181.92785303160176,184.0251675797272,180.69940961126105,183.39598083496094,65603000,0.0,0.0
2024-01-17 00:00:00-05:00,181.03899778578932,182.69687073658065,180.07023271320105,182.4471893310547,47317400,0.0,0.0
2024-01-18 00:00:00-05:00,185.85284631993997,188.89896249818116,185.59318314580958,188.38961791992188,78005800,0.0,0.0
2024-01-19 00:00:00-05:00,189.0887183865945,191.70537456415155,188.57937382023326,191.3158721923828,68741000,0.0,0.0
2024-01-22 00:00:00-05:00,192.05492857381827,195.0810658067958,192.01497101731607,193.6428985595703,60133900,0.0,0.0
2024-01-23 00:00:00-05:00,194.77147463800853,195.50054007343732,193.5829887121662,194.93125915527344,42355600,0.0,0.0
2024-01-24 00:00:00-05:00,195.17094665603798,196.12972989673594,194.09232122500626,194.2521209716797,53631300,0.0,0.0
2024-01-25 00:00:00-05:00,194.97121130627824,196.01987622583772,192.86389969740193,193.92254638671875,54822100,0.0,0.0
2024-01-26 00:00:00-05:00,194.02242258764997,194.5117883684032,191.69539015879974,192.17477416992188,44594000,0.0,0.0
2024-01-29 00:00:00-05:00,191.7652986896417,191.95505899363846,189.3384027747614,191.48565673828125,47145600,0.0,0.0
2024-01-30 00:00:00-05:00,190.69666737031972,191.555571990795,187.2310883397439,187.80035400390625,55859400,0.0,0.0
2024-01-31 00:00:00-05:00,186.8016282425468,186.86156457918568,184.1150691979485,184.1649932861328,55467800,0.0,0.0
2024-02-01 00:00:00-05:00,183.75553426493718,186.711753597556,183.58575273645212,186.6218719482422,64885400,0.0,0.0
2024-02-02 00:00:00-05:00,179.6307873390829,187.09126880325113,179.0215641124459,185.6131591796875,102518000,0.0,0.0
2024-02-05 00:00:00-05:00,187.91021340302518,189.0088176462439,185.603159731609,187.44081115722656,69668800,0.0,0.0
2024-02-06 00:00:00-05:00,186.62186866256275,189.06874336664646,186.53198701483143,189.0587615966797,43490800,0.0,0.0
2024-02-07 00:00:00-05:00,190.39705313348986,190.80653429845782,188.36964132757223,189.1686248779297,53439000,0.0,0.0
2024-02-08 00:00:00-05:00,189.14864558456097,189.2984483326332,187.11125201406017,188.08001708984375,40962000,0.0,0.0
2024-02-09 00:00:00-05:00,188.64999389648438,189.99000549316406,188.0,188.85000610351562,45155200,0.24,0.0
2024-02-12 00:00:00-05:00,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900,0.0,0.0
2024-02-13 00:00:00-05:00,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500,0.0,0.0
2024-02-14 00:00:00-05:00,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500,0.0,0.0
2024-02-15 00:00:00-05:00,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500,0.0,0.0
2024-02-16 00:00:00-05:00,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49701400,0.0,0.0
2024-02-20 00:00:00-05:00,181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600,0.0,0.0
2024-02-21 00:00:00-05:00,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41529700,0.0,0.0
2024-02-22 00:00:00-05:00,183.47999572753906,184.9499969482422,182.47000122070312,184.47999572753906,32491822,0.0,0.0
